Probe_Set_ID;Transcript_ID;Gene_Title;Gene_Symbol;SOM_cluster;Expression_pattern;Develoment_relation
200049_at;g5901961;MYST histone acetyltransferase 2;MYST2;c17;DOWN;
1560060_s_at;Hs2.376047.1;vacuolar protein sorting 37 homolog C (S. cerevisiae);VPS37C;c17;DOWN;
1557067_s_at;Hs2.398171.1;LUC7-like (S. cerevisiae);LUC7L;c17;DOWN;D
1554572_a_at;Hs2.85567.2;suppressor of variegation 3-9 homolog 2 (Drosophila);SUV39H2;c17;DOWN;D
1554474_a_at;Hs2.6909.2;monooxygenase, DBH-like 1;MOXD1;c17;DOWN;
236029_at;Hs.98523.0;FAT tumor suppressor homolog 3 (Drosophila);FAT3;c18;;
229394_s_at;Hs.102548.2;glucocorticoid receptor DNA binding factor 1;GRLF1;c18;;D
228407_at;Hs.128151.0;signal peptide, CUB domain, EGF-like 3;SCUBE3;c18;;D
226575_at;Hs.16493.0;zinc finger protein 462;ZNF462;c18;;
226145_s_at;Hs.15420.1;Fraser syndrome 1;FRAS1;c18;;
225633_at;Hs.29808.0;dpy-19-like 3 (C. elegans);DPY19L3;c18;;
225427_s_at;Hs.6880.3;apolipoprotein A-I binding protein;APOA1BP;c18;;
225261_x_at;Hs.5184.2;TH1-like (Drosophila);TH1L;c18;;
224686_x_at;Hs.190488.5;Leucine rich repeat containing 37, member A2 /// ;LRRC37A2;c18;;
;;CDNA clone IMAGE:4902949;;;;
224685_at;Hs.100469.2;myeloid/lymphoid or mixed-lineage leukemia ;MLLT4;c18;;
;;"(trithorax homolog, Drosophila); translocated to, 4";;;;
224653_at;Hs.5233.0;Eukaryotic translation initiation factor 4E binding ;EIF4EBP2;c18;;D
;;protein 2;;;;
224318_s_at;g11275987;hypothetical protein FLJ10081;FLJ10081;c18;;
220355_s_at;g8922564;polybromo 1;PBRM1;c18;;
219816_s_at;g8922449;RNA binding motif protein 23;RBM23;c18;;
219392_x_at;g8922831;proline rich 11;PRR11;c18;;
218181_s_at;g8923351;mitogen-activated protein kinase kinase kinase kinase 4;MAP4K4;c18;;
218163_at;g7662501;malignant T cell amplified sequence 1;MCTS1;c18;;
217828_at;g13376087;SAFB-like, transcription modulator;SLTM;c18;;
217798_at;Hs.239720.0;CCR4-NOT transcription complex, subunit 2;CNOT2;c18;;
216237_s_at;Hs.77171.1;minichromosome maintenance complex component 5;MCM5;c18;;
215714_s_at;Hs.78202.5;SWI/SNF related, matrix associated, actin dependent ;SMARCA4;c18;;
;;regulator of chromatin, subfamily a, member 4;;;;
214501_s_at;Hs.75258.2;H2A histone family, member Y;H2AFY;c18;;D
213803_at;Hs.180446.4;Karyopherin (importin) beta 1;KPNB1;c18;;D
213668_s_at;Hs.83484.1;SRY (sex determining region Y)-box 4;SOX4;c18;;D
213577_at;Hs.71465.1;squalene epoxidase;SQLE;c18;;
212971_at;Hs.159604.1;cysteinyl-tRNA synthetase;CARS;c18;;
212878_s_at;Hs.117977.1;kinesin light chain 1;KLC1;c18;;
212787_at;Hs.159471.0;YLP motif containing 1;YLPM1;c18;;
212017_at;Hs.296356.0;p20;LOC130074;c18;;
211727_s_at;g13543474;COX11 homolog, cytochrome c oxidase assembly ;COX11;c18;;D
;;protein (yeast);;;;
211040_x_at;g13623450;G-2 and S-phase expressed 1;GTSE1;c18;;
208968_s_at;g12803484;cytokine induced apoptosis inhibitor 1;CIAPIN1;c18;;D
208815_x_at;g4579908;heat shock 70kDa protein 4;HSPA4;c18;;
208773_s_at;g12053380;ankyrin repeat and KH domain containing 1 /// ;ANKHD1 /// ;c18;;D
;;MASK-4E-BP3 alternate reading frame gene;MASK-BP3;;;
208709_s_at;g2897866;nardilysin (N-arginine dibasic convertase);NRD1;c18;;D
208313_s_at;g4759339;splicing factor 1;SF1;c18;;D
205493_s_at;g11321616;dihydropyrimidinase-like 4;DPYSL4;c18;;D
204640_s_at;g4507182;speckle-type POZ protein;SPOP;c18;;
204400_at;g5031680;embryonal Fyn-associated substrate;EFS;c18;;
204372_s_at;g4504864;KH-type splicing regulatory protein (FUSE binding ;KHSRP;c18;;
;;protein 2);;;;
203462_x_at;g4503526;eukaryotic translation initiation factor 3, ;EIF3S9;c18;;D
;;subunit 9 eta, 116kDa;;;;
203358_s_at;g4758323;enhancer of zeste homolog 2 (Drosophila);EZH2;c18;;
203190_at;g4505370;NADH dehydrogenase (ubiquinone) Fe-S protein 8, ;NDUFS8;c18;;D
;;23kDa (NADH-coenzyme Q reductase);;;;
202776_at;g7657203;deoxynucleotidyltransferase, terminal, ;DNTTIP2;c18;;
;;interacting protein 2;;;;
202529_at;g4506130;phosphoribosyl pyrophosphate synthetase-associated ;PRPSAP1;c18;;
;;protein 1;;;;
202469_s_at;Hs.64542.0;cleavage and polyadenylation specific factor 6, 68kDa;CPSF6;c18;;
202360_at;g13376996;mastermind-like 1 (Drosophila);MAML1;c18;;
202200_s_at;g4507218;SFRS protein kinase 1;SRPK1;c18;;D
202068_s_at;g8051613;low density lipoprotein receptor (familial ;LDLR;c18;;
;;hypercholesterolemia);;;;
201697_s_at;g4503350;DNA (cytosine-5-)-methyltransferase 1;DNMT1;c18;;
201574_at;g4759033;eukaryotic translation termination factor 1;ETF1;c18;;
201558_at;g4506398;RAE1 RNA export 1 homolog (S. pombe);RAE1;c18;;
201517_at;g12654824;nuclear cap binding protein subunit 2, 20kDa;NCBP2;c18;;
201499_s_at;g4507856;ubiquitin specific peptidase 7 (herpes virus-associated);USP7;c18;;
201267_s_at;Hs.250758.0;proteasome (prosome, macropain) 26S subunit, ;PSMC3;c18;;
;;ATPase, 3;;;;
201184_s_at;g4557452;chromodomain helicase DNA binding protein 4;CHD4;c18;;
201000_at;g4501840;alanyl-tRNA synthetase;AARS;c18;;
200683_s_at;Hs.108104.0;ubiquitin-conjugating enzyme E2L 3;UBE2L3;c18;;
200055_at;g5454105;TAF10 RNA polymerase II, TATA box binding ;TAF10;c18;;D
;;protein (TBP)-associated factor, 30kDa;;;;
230326_s_at;Hs.283322.1;chromosome 11 open reading frame 73;C11orf73;c19;DOWN;D
228992_at;Hs.33032.2;Mediator of RNA polymerase II transcription, ;MED28;c19;DOWN;
;;subunit 28 homolog (S. cerevisiae);;;;
228904_at;Hs.156044.0;homeobox B3;HOXB3;c19;DOWN;D
228776_at;Hs.43761.1;gap junction protein, alpha 7, 45kDa;GJA7;c19;DOWN;D
226414_s_at;Hs.183180.2;APC11 anaphase promoting complex subunit 11 ;ANAPC11 /// ;c19;DOWN;
;;homolog (yeast) /// similar to APC11 anaphase ;LOC728919;;;
;;promoting complex subunit 11 isoform 2;;;;
226193_x_at;Hs.7535.3;COBW domain containing 1;CBWD1;c19;DOWN;
225655_at;Hs.108106.0;ubiquitin-like, containing PHD and RING finger ;UHRF1;c19;DOWN;
;;domains, 1;;;;
225556_at;Hs.58633.0;hypothetical protein LOC203547;LOC203547;c19;DOWN;
225501_at;Hs.106823.1;PHD finger protein 6;PHF6;c19;DOWN;
225295_at;Hs.24936.0;solute carrier family 39 (zinc transporter), member 10;SLC39A10;c19;DOWN;
224919_at;Hs.6945.0;mitochondrial ribosomal protein S6;MRPS6;c19;DOWN;
224918_x_at;Hs.790.1;microsomal glutathione S-transferase 1;MGST1;c19;DOWN;
224879_at;Hs.7517.0;chromosome 9 open reading frame 123;C9orf123;c19;DOWN;
224578_at;Hs.284146.0;regulator of chromosome condensation 2;RCC2;c19;DOWN;
223993_s_at;g12053354;cornichon homolog 4 (Drosophila);CNIH4;c19;DOWN;
223480_s_at;Hs.283734.0;mitochondrial ribosomal protein L47;MRPL47;c19;DOWN;
223062_s_at;g13436073;phosphoserine aminotransferase 1;PSAT1;c19;DOWN;
221896_s_at;Hs.7917.1;HIG1 domain family, member 1A;HIGD1A;c19;DOWN;D
221263_s_at;g13775199;splicing factor 3b, subunit 5, 10kDa;SF3B5;c19;DOWN;
220607_x_at;g7705462;TH1-like (Drosophila);TH1L;c19;DOWN;
218482_at;g9910185;enhancer of yellow 2 homolog (Drosophila);ENY2;c19;DOWN;
218350_s_at;g7705681;geminin, DNA replication inhibitor;GMNN;c19;DOWN;
218097_s_at;g13128995;CUE domain containing 2;CUEDC2;c19;DOWN;
217993_s_at;g11034824;methionine adenosyltransferase II, beta;MAT2B;c19;DOWN;
217946_s_at;g7705472;SUMO1 activating enzyme subunit 1;SAE1;c19;DOWN;
216268_s_at;Hs.91143.3;jagged 1 (Alagille syndrome);JAG1;c19;DOWN;D
215780_s_at;Hs.248054.0;SET translocation (myeloid leukemia-associated) /// ;hCG_1644608 /// ;c19;DOWN;D
;;similar to Protein SET (Phosphatase 2A inhibitor ;LOC389168 /// ;;;
;;I2PP2A) (I-2PP2A) (Template-activating factor I) ;SET;;;
;;(TAF-I) (HLA-DR-associated protein II) (PHAPII) ;;;;
;;(Inhibitor of granzyme A-activated DNase) (IGAAD) /// ;;;;
;;hCG1644608;;;;
215380_s_at;Hs.288649.2;chromosome 7 open reading frame 24;C7orf24;c19;DOWN;
214728_x_at;Hs.78202.4;SWI/SNF related, matrix associated, actin dependent ;SMARCA4;c19;DOWN;
;;regulator of chromatin, subfamily a, member 4;;;;
214710_s_at;Hs.23960.2;cyclin B1;CCNB1;c19;DOWN;
213775_x_at;Hs.169984.2;zinc finger protein 638;ZNF638;c19;DOWN;
213649_at;Hs.184167.2;splicing factor, arginine/serine-rich 7, 35kDa;SFRS7;c19;DOWN;
213408_s_at;Hs.171625.3;phosphatidylinositol 4-kinase, catalytic, alpha ;LOC375133 /// ;c19;DOWN;
;;polypeptide /// similar to phosphatidylinositol 4-kinase ;LOC728233 /// ;;;
;;alpha /// phosphatidylinositol 4-kinase, catalytic, ;PIK4CA;;;
;;alpha pseudogene;;;;
213318_s_at;Hs.274348.2;HLA-B associated transcript 3;BAT3;c19;DOWN;
212919_at;Hs.21056.0;DCP2 decapping enzyme homolog (S. cerevisiae);DCP2;c19;DOWN;
212721_at;Hs.47274.0;splicing factor, arginine/serine-rich 12;SFRS12;c19;DOWN;
212698_s_at;Hs.79844.2;septin 10;39335;c19;DOWN;
212348_s_at;Hs.174174.0;amine oxidase (flavin containing) domain 2;AOF2;c19;DOWN;
212263_at;Hs.15020.1;quaking homolog, KH domain RNA binding (mouse);QKI;c19;DOWN;
212152_x_at;Hs.123090.2;AT rich interactive domain 1A (SWI-like);ARID1A;c19;DOWN;
211375_s_at;g5006601;interleukin enhancer binding factor 3, 90kDa;ILF3;c19;DOWN;
210766_s_at;g3560554;CSE1 chromosome segregation 1-like (yeast);CSE1L;c19;DOWN;D
210220_at;g736678;frizzled homolog 2 (Drosophila);FZD2;c19;DOWN;D
210052_s_at;g6073830;TPX2, microtubule-associated, homolog (Xenopus laevis);TPX2;c19;DOWN;
209899_s_at;g6740005;fuse-binding protein-interacting repressor;SIAHBP1;c19;DOWN;
209815_at;Hs.159526.0;patched homolog 1 (Drosophila);PTCH1;c19;DOWN;D
209218_at;g4204674;squalene epoxidase;SQLE;c19;DOWN;
209109_s_at;g4099210;tetraspanin 6;TSPAN6;c19;DOWN;
208923_at;g13477256;cytoplasmic FMR1 interacting protein 1;CYFIP1;c19;DOWN;D
208863_s_at;g179073;splicing factor, arginine/serine-rich 1 (splicing factor 2, ;SFRS1;c19;DOWN;D
;;alternate splicing factor);;;;
208795_s_at;g1255616;minichromosome maintenance complex component 7;MCM7;c19;DOWN;
208700_s_at;g388890;transketolase (Wernicke-Korsakoff syndrome);TKT;c19;DOWN;
208659_at;g4426566;chloride intracellular channel 1;CLIC1;c19;DOWN;
206953_s_at;g6912463;latrophilin 2;LPHN2;c19;DOWN;
203819_s_at;Hs.79440.0;insulin-like growth factor 2 mRNA binding protein 3;IGF2BP3;c19;DOWN;D
203744_at;g4885420;high-mobility group box 3;HMGB3;c19;DOWN;D
203706_s_at;g4503832;frizzled homolog 7 (Drosophila);FZD7;c19;DOWN;D
203628_at;Hs.239176.0;insulin-like growth factor 1 receptor;IGF1R;c19;DOWN;D
202954_at;g5902145;ubiquitin-conjugating enzyme E2C;UBE2C;c19;DOWN;
202753_at;g7661913;proteasome (prosome, macropain) 26S subunit, ;PSMD6;c19;DOWN;
;;non-ATPase, 6;;;;
202520_s_at;g4557756;mutL homolog 1, colon cancer, nonpolyposis type 2 ;MLH1;c19;DOWN;D
;;(E. coli);;;;
202465_at;g7262388;procollagen C-endopeptidase enhancer;PCOLCE;c19;DOWN;D
202396_at;g5729753;transcription elongation regulator 1;TCERG1;c19;DOWN;
202309_at;g13699867;methylenetetrahydrofolate dehydrogenase (NADP+;MTHFD1;c19;DOWN;
;; dependent) 1, methenyltetrahydrofolate cyclohydrolase, ;;;;
;;formyltetrahydrofolate synthetase;;;;
202300_at;g5454169;hepatitis B virus x interacting protein;HBXIP;c19;DOWN;D
202227_s_at;g5730052;bromodomain containing 8;BRD8;c19;DOWN;D
202174_s_at;g5453855;pericentriolar material 1;PCM1;c19;DOWN;D
202144_s_at;g4557268;adenylosuccinate lyase;ADSL;c19;DOWN;
201903_at;g4507840;ubiquinol-cytochrome c reductase core protein I;UQCRC1;c19;DOWN;
201900_s_at;g5174390;aldo-keto reductase family 1, member A1 ;AKR1A1;c19;DOWN;
;;(aldehyde reductase);;;;
201770_at;g4759155;small nuclear ribonucleoprotein polypeptide A;SNRPA;c19;DOWN;
201709_s_at;g4505398;nipsnap homolog 1 (C. elegans);NIPSNAP1;c19;DOWN;
201528_at;Hs.84318.0;replication protein A1, 70kDa;RPA1;c19;DOWN;
201458_s_at;g4757879;BUB3 budding uninhibited by benzimidazoles 3 ;BUB3;c19;DOWN;
;;homolog (yeast);;;;
201226_at;g4826853;NADH dehydrogenase (ubiquinone) 1 beta subcomplex, ;NDUFB8;c19;DOWN;
;;8, 19kDa;;;;
201225_s_at;g5032118;serine/arginine repetitive matrix 1;SRRM1;c19;DOWN;
201135_at;g12707569;enoyl Coenzyme A hydratase, short chain, 1, ;ECHS1;c19;DOWN;
;;mitochondrial;;;;
201118_at;g4505758;phosphogluconate dehydrogenase;PGD;c19;DOWN;
201113_at;g4507732;Tu translation elongation factor, mitochondrial;TUFM;c19;DOWN;
201104_x_at;g7657016;neuroblastoma breakpoint family, member 14 /// ;LOC728936 /// ;c19;DOWN;
;;neuroblastoma breakpoint family, member 11 /// ;LOC728980 /// ;;;
;;neuroblastoma breakpoint family, member 15 /// ;LOC730476 /// ;;;
;;neuroblastoma breakpoint family, member 10 /// ;NBPF10 /// ;;;
;;neuroblastoma breakpoint family, member 8 /// ;NBPF11 /// ;;;
;;similar to CG10522-PA /// ;NBPF14 /// ;;;
;;hypothetical protein LOC728980 /// ;NBPF15 /// ;;;
;;hypothetical protein LOC730476;NBPF8;;;
200997_at;g4506444;RNA binding motif protein 4;RBM4;c19;DOWN;
200992_at;Hs.5151.0;importin 7;IPO7;c19;DOWN;D
200860_s_at;g12653966;CCR4-NOT transcription complex, subunit 1;CNOT1;c19;DOWN;
200768_s_at;g12804546;methionine adenosyltransferase II, alpha;MAT2A;c19;DOWN;
200669_s_at;g4507776;ubiquitin-conjugating enzyme E2D 3 (UBC4/5 ;UBE2D3;c19;DOWN;
;;homolog, yeast);;;;
200593_s_at;g13177672;heterogeneous nuclear ribonucleoprotein U (scaffold ;HNRPU;c19;DOWN;
;;attachment factor A);;;;
200079_s_at;g11095908;lysyl-tRNA synthetase;KARS;c19;DOWN;
226465_s_at;Hs.285313.1;SON DNA binding protein;SON;c20;;D
225310_at;Hs.146381.3;RNA binding motif protein, X-linked;RBMX;c20;;
224736_at;Hs.183779.0;cell division cycle and apoptosis regulator 1;CCAR1;c20;;D
224700_at;Hs.183454.0;STT3, subunit of the oligosaccharyltransferase ;STT3B;c20;;
;;complex, homolog B (S. cerevisiae);;;;
224592_x_at;Hs.142442.2;heterochromatin protein 1, binding protein 3;HP1BP3;c20;;
223716_s_at;g4191326;zinc finger, RAN-binding domain containing 2;ZRANB2;c20;;
223642_at;g11065969;Zic family member 2 (odd-paired homolog, Drosophila);ZIC2;c20;;D
223096_at;g6841461;nucleolar protein NOP5/NOP58;NOP5/NOP58;c20;;D
222999_s_at;g12005729;cyclin L2 /// similar to Cyclin-L2 (Paneth cell-;CCNL2 /// ;c20;;
;;enhanced expression protein);LOC727877;;;
222997_s_at;g13528740;mitochondrial ribosomal protein S21;MRPS21;c20;;
222975_s_at;Hs.69855.1;cold shock domain containing E1, RNA-binding;CSDE1;c20;;D
221923_s_at;Hs.9614.1;nucleophosmin (nucleolar phosphoprotein B23, ;NPM1;c20;;D
;;numatrin);;;;
218320_s_at;g9506682;NADH dehydrogenase (ubiquinone) 1 beta subcomplex, ;NDUFB11;c20;;
;;11, 17.3kDa;;;;
218237_s_at;g13492978;solute carrier family 38, member 1;SLC38A1;c20;;
218039_at;g7705950;nucleolar and spindle associated protein 1;NUSAP1;c20;;
217885_at;g8922404;importin 9;IPO9;c20;;D
217868_s_at;g7705788;methyltransferase like 9;METTL9;c20;;
217122_s_at;Hs.214646.2;solute carrier family 35, member E2 /// ;LOC728661 /// ;c20;;
;;similar to solute carrier family 35, member E2;SLC35E2;;;
216640_s_at;Hs.182429.2;protein disulfide isomerase family A, member 6;PDIA6;c20;;
214709_s_at;Hs.211577.1;kinectin 1 (kinesin receptor);KTN1;c20;;
213574_s_at;Hs.180446.2;Karyopherin (importin) beta 1;KPNB1;c20;;D
213086_s_at;Hs.84264.3;casein kinase 1, alpha 1;CSNK1A1;c20;;
212958_x_at;Hs.83920.1;peptidylglycine alpha-amidating monooxygenase;PAM;c20;;
212718_at;Hs.5324.2;poly(A) polymerase alpha;PAPOLA;c20;;
212509_s_at;Hs.250723.2;matrix-remodelling associated 7;MXRA7;c20;;
212126_at;Hs.306000.1;CDNA clone IMAGE:4842353;---;c20;;
212036_s_at;Hs.44499.3;pinin, desmosome associated protein;PNN;c20;;
212015_x_at;Hs.172550.3;polypyrimidine tract binding protein 1;PTBP1;c20;;
211954_s_at;Hs.113503.0;RAN binding protein 5;RANBP5;c20;;D
211941_s_at;Hs.80423.1;phosphatidylethanolamine binding protein 1;PEBP1;c20;;
211609_x_at;g1256400;proteasome (prosome, macropain) 26S subunit, ;PSMD4;c20;;
;;non-ATPase, 4;;;;
210371_s_at;g13111850;retinoblastoma binding protein 4;RBBP4;c20;;
210125_s_at;g3002950;barrier to autointegration factor 1;BANF1;c20;;
210046_s_at;g1277202;isocitrate dehydrogenase 2 (NADP+), mitochondrial;IDH2;c20;;
209505_at;Hs.144630.0;Nuclear receptor subfamily 2, group F, member 1;NR2F1;c20;;D
209104_s_at;g12652540;nucleolar protein family A, member 2 (H/ACA small ;NOLA2;c20;;
;;nucleolar RNPs);;;;
208865_at;Hs.144477.0;casein kinase 1, alpha 1;CSNK1A1;c20;;
208836_at;g1522634;ATPase, Na+/K+ transporting, beta 3 polypeptide;ATP1B3;c20;;
208821_at;g190246;small nuclear ribonucleoprotein polypeptides B and B1;SNRPB;c20;;
208794_s_at;g505087;SWI/SNF related, matrix associated, actin dependent ;SMARCA4;c20;;
;;regulator of chromatin, subfamily a, member 4;;;;
208761_s_at;g1762972;SMT3 suppressor of mif two 3 homolog 1 (S. cerevisiae);SUMO1;c20;;
208705_s_at;Hs.286236.1;eukaryotic translation initiation factor 5;EIF5;c20;;D
208698_s_at;g348238;non-POU domain containing, octamer-binding;NONO;c20;;
208675_s_at;g473936;dolichyl-diphosphooligosaccharide-protein ;DDOST;c20;;
;;glycosyltransferase;;;;
207828_s_at;g4885132;centromere protein F, 350/400ka (mitosin);CENPF;c20;;D
206621_s_at;g11559922;eukaryotic translation initiation factor 4H;EIF4H;c20;;D
204805_s_at;g5174448;H1 histone family, member X;H1FX;c20;;D
204069_at;g4505150;Meis homeobox 1;MEIS1;c20;;D
203625_x_at;Hs.23348.0;melanoma cell adhesion molecule;MCAM;c20;;D
203221_at;Hs.28935.0;transducin-like enhancer of split 1 (E(sp1) homolog, ;TLE1;c20;;D
;;Drosophila);;;;
202911_at;g4504190;mutS homolog 6 (E. coli);MSH6;c20;;D
202858_at;g5803206;U2 small nuclear RNA auxiliary factor 1;U2AF1;c20;;
202603_at;Hs.172028.0;Clone MO-30 mRNA sequence;---;c20;;
202487_s_at;g6912615;H2A histone family, member V;H2AFV;c20;;D
202306_at;g4505946;polymerase (RNA) II (DNA directed) polypeptide G;POLR2G;c20;;
202107_s_at;g4758705;minichromosome maintenance complex component 2;MCM2;c20;;D
201698_s_at;g4506902;splicing factor, arginine/serine-rich 9;SFRS9;c20;;D
201664_at;g6807670;structural maintenance of chromosomes 4;SMC4;c20;;
201544_x_at;Hs.117176.0;poly(A) binding protein, nuclear 1;PABPN1;c20;;
201351_s_at;g4454687;YME1-like 1 (S. cerevisiae);YME1L1;c20;;
201307_at;Hs.8768.0;septin 11;39336;c20;;D
201303_at;g7661919;eukaryotic translation initiation factor 4A, isoform 3;EIF4A3;c20;;
201292_at;Hs.156346.0;topoisomerase (DNA) II alpha 170kDa;TOP2A;c20;;D
201272_at;g4502048;aldo-keto reductase family 1, member B1 (aldose ;AKR1B1;c20;;
;;reductase);;;;
201218_at;Hs.171391.0;C-terminal binding protein 2 /// ;CTBP2 /// ;c20;;
;;similar to C-terminal binding protein 2 /// ;LOC642909 /// ;;;
;;similar to C-terminal-binding protein 2 (CtBP2);LOC645291 /// ;;;
;;;LOC645508 /// ;;;
;;;LOC649922 /// ;;;
;;;LOC650999;;;
201114_x_at;g4506188;proteasome (prosome, macropain) subunit, alpha type, 7;PSMA7;c20;;
201106_at;g4504106;glutathione peroxidase 4 (phospholipid hydroperoxidase);GPX4;c20;;D
201074_at;Hs.172280.0;SWI/SNF related, matrix associated, actin dependent ;SMARCC1;c20;;
;;regulator of chromatin, subfamily c, member 1;;;;
200910_at;g5174726;chaperonin containing TCP1, subunit 3 (gamma);CCT3;c20;;
200892_s_at;g12653362;splicing factor, arginine/serine-rich 10 (transformer 2 ;SFRS10;c20;;
;;homolog, Drosophila);;;;
200812_at;g5453606;chaperonin containing TCP1, subunit 7 (eta);CCT7;c20;;
200083_at;Hs.12064.0;ubiquitin specific peptidase 22;USP22;c20;;
200060_s_at;g12804496;RNA binding protein S1, serine-rich domain;RNPS1;c20;;
200020_at;g6678270;TAR DNA binding protein;TARDBP;c20;;
200000_s_at;g5453983;PRP8 pre-mRNA processing factor 8 homolog ;PRPF8;c20;;
;;(S. cerevisiae);;;;
65472_at;4865207;Transcribed locus;---;c21;UP;
61734_at;4857870;reticulocalbin 3, EF-hand calcium binding domain;RCN3;c21;UP;
40837_at;4886034;transducin-like enhancer of split 2 (E(sp1) homolog, ;TLE2;c21;UP;D
;;Drosophila);;;;
35846_at;4898680;thyroid hormone receptor, alpha (erythroblastic ;THRA;c21;UP;D
;;leukemia viral (v-erb-a) oncogene homolog, avian);;;;
31874_at;4864089_RC;growth arrest-specific 2 like 1;GAS2L1;c21;UP;
244370_at;Hs.66035.0;KIAA2022;KIAA2022;c21;UP;
244227_at;Hs.106999.0;synaptotagmin VI;SYT6;c21;UP;
242999_at;Hs.201919.0;Rho guanine nucleotide exchange factor (GEF) 7;ARHGEF7;c21;UP;
240432_x_at;Hs.146275.0;Transcribed locus;---;c21;UP;
239678_at;Hs.65379.0;Antisense intronic AP1 transcript 1 mRNA sequence;---;c21;UP;
238919_at;Hs.24886.0;Full-length cDNA clone CS0DF024YN04 of Fetal ;---;c21;UP;
;;brain of Homo sapiens (human);;;;
238482_at;Hs.46472.0;Kruppel-like factor 7 (ubiquitous);KLF7;c21;UP;D
238455_at;Hs.72639.0;CDNA FLJ45742 fis, clone KIDNE2016327;---;c21;UP;
238133_at;Hs.143707.0;Transcribed locus, moderately similar to XP_948623.1  ;---;c21;UP;
;;hypothetical protein XP_948623 [Homo sapiens];;;;
238115_at;Hs.4845.0;Transcribed locus;---;c21;UP;
237452_at;Hs.59892.0;Collagen, type XXVII, alpha 1;COL27A1;c21;UP;
236681_at;Hs.152414.0;homeobox D13;HOXD13;c21;UP;D
236640_at;Hs.133863.0;Hypothetical gene supported by BX647608;LOC399959;c21;UP;
236538_at;Hs.225106.0;glutamate receptor, ionotropic, AMPA 2;GRIA2;c21;UP;
236290_at;Hs.222094.0;docking protein 6;DOK6;c21;UP;
235964_x_at;Hs.293684.2;Full-length cDNA clone CS0DI067YM20 of Placenta ;---;c21;UP;
;;Cot 25-normalized of Homo sapiens (human);;;;
235681_at;Hs.140237.0;CDNA clone IMAGE:4819084;---;c21;UP;
235626_at;Hs.47883.0;calcium/calmodulin-dependent protein kinase ID;CAMK1D;c21;UP;
235497_at;Hs.301088.0;hypothetical protein LOC643837;LOC643837;c21;UP;
235494_at;Hs.288405.0;CDNA clone IMAGE:5284125;---;c21;UP;
233974_s_at;Hs.109857.1;family with sequence similarity 129, member B;FAM129B;c21;UP;
233004_x_at;Hs.296671.0;CDNA FLJ11855 fis, clone HEMBA1006780;---;c21;UP;
232811_x_at;Hs.229084.0;Prickle homolog 1 (Drosophila);PRICKLE1;c21;UP;
232424_at;Hs.302022.1;PR domain containing 16;PRDM16;c21;UP;
232349_x_at;Hs.279882.1;IQ motif and WD repeats 1;IQWD1;c21;UP;
232235_at;Hs.124673.1;dermatan sulfate epimerase-like;DSEL;c21;UP;
231951_at;Hs.198511.0;guanine nucleotide binding protein (G protein), alpha ;GNAO1;c21;UP;D
;;activating activity polypeptide O;;;;
231650_s_at;Hs.194766.2;Seizure related 6 homolog (mouse)-like;SEZ6L;c21;UP;
230644_at;Hs.72047.0;leucine rich repeat and fibronectin type III domain ;LRFN5;c21;UP;
;;containing 5;;;;
230509_at;Hs.239124.0;sorting nexin 22;SNX22;c21;UP;
230412_at;Hs.190125.1;Neuronal PAS domain protein 3;NPAS3;c21;UP;
230288_at;Hs.25418.0;Fibroblast growth factor 14;FGF14;c21;UP;D
230218_at;Hs.196244.0;Transcribed locus;---;c21;UP;
230179_at;Hs.13702.0;hypothetical protein LOC285812;LOC285812;c21;UP;
229942_at;Hs.105964.0;basonuclin 2;BNC2;c21;UP;
229693_at;Hs.154574.0;similar to RIKEN cDNA A730055C05 gene;LOC388335;c21;UP;
229687_s_at;Hs.170434.0;Full length insert cDNA clone ZD53C10;---;c21;UP;
229649_at;Hs.22269.1;neurexin 3;NRXN3;c21;UP;D
229618_at;Hs.116585.0;sorting nexin 16;SNX16;c21;UP;
229580_at;Hs.7413.0;Transcribed locus;---;c21;UP;
229461_x_at;Hs.296235.0;neuronal growth regulator 1;NEGR1;c21;UP;
229159_at;Hs.106217.0;Thrombospondin, type I, domain containing 7A;THSD7A;c21;UP;
229139_at;Hs.293836.0;junctophilin 1;JPH1;c21;UP;D
229118_at;Hs.7720.1;CDNA FLJ43362 fis, clone NT2RP7017365;---;c21;UP;
229085_at;Hs.93967.0;leucine rich repeat containing 3B;LRRC3B;c21;UP;
229072_at;Hs.26339.0;CDNA clone IMAGE:5259272;---;c21;UP;
228967_at;Hs.6052.0;Eukaryotic translation initiation factor 1;EIF1;c21;UP;D
228720_at;Hs.21061.0;sortilin-related VPS10 domain containing receptor 2;SORCS2;c21;UP;
228708_at;Hs.25318.0;RAB27B, member RAS oncogene family;RAB27B;c21;UP;
228254_at;Hs.114624.0;Transcribed locus;---;c21;UP;
228006_at;Hs.98267.0;Transcribed locus;---;c21;UP;
227962_at;Hs.293649.0;acyl-Coenzyme A oxidase 1, palmitoyl;ACOX1;c21;UP;
227830_at;Hs.78580.1;gamma-aminobutyric acid (GABA) A receptor, beta 3;GABRB3;c21;UP;
227746_at;Hs.184492.0;ELAV (embryonic lethal, abnormal vision, Drosophila)-;ELAVL1;c21;UP;D
;;like 1 (Hu antigen R);;;;
227365_at;Hs.182906.0;ataxia, cerebellar, Cayman type (caytaxin);ATCAY;c21;UP;
